,employee_id,first_name,last_name,gender,region,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime_bonus,birthdate,termination_date
28,00-11330,Isaac,Croad,Female,Wellington,Lower Hutt,12/6/2020,IT,Software Developer,Bachelor,96000,Good,Yes,1/23/2000,2/12/2023
29,00-56112,Hayley,MacDonald,Male,Wellington,Lower Hutt,7/13/2022,Operations,Inventory Specialist,High School,57000,Good,No,7/4/1997,1/9/2023
30,00-45954,Nigel,Mortimer,Male,Auckland,Manukau,6/27/2016,Marketing,Marketing Manager,Bachelor,91000,Good,No,11/30/1986,1/29/2020
31,00-29555,David,Martin,Female,Christchurch,Cathedral Square,10/17/2023,IT,IT Support Specialist,High School,64000,Satisfactory,No,8/26/1991,6/25/2024
32,00-44687,Ari,Allen,Male,Auckland,Albany,8/16/2022,Sales,Sales Specialist,Bachelor,65000,Good,No,11/16/1966,2/12/2023
33,00-81376,Peter,Greig,Female,Wellington,Lower Hutt,5/21/2017,IT,Software Developer,Bachelor,93000,Good,Yes,5/10/1977,8/14/2018
34,00-13390,  Jacob  ,Jacques,Male,Auckland,New Lynn,7/17/2017,Customer Service,Customer Service Representative,High School,61000,Excellent,No,7/27/1995,8/1/2020
35,00-31079,Shane,Blake,Male,Christchurch,Cathedral Square,12/1/2018,Customer Service,Support Specialist,High School,56000,Satisfactory,Yes,3/20/1984,5/30/2019
36,00-45003,Craig,watts,Male,Auckland,Manukau,11/3/2020,Operations,Logistics Coordinator,Bachelor,66000,Satisfactory,No,5/2/1988,12/27/2022
37,00-73242,Elizabeth,Nelson,Female,Wellington,Porirua,5/30/2025,HR,HR Coordinator,Bachelor,56000,Good,No,10/5/1987,11/26/2025
38,00-73483,Murray,Hume,Female,Auckland,New Lynn,7/25/2019,IT,System Administrator,Bachelor,70000,Good,Yes,5/7/1986,1/21/2020
39,00-23154,Jeremy,Simmons,Female,Christchurch,Colombo Street,1/5/2024,IT,Software Developer,Master,103000,Satisfactory,No,7/8/1974,7/3/2024
40,00-90931,Elizabeth,  Thomas  ,Female,Wellington,Lower Hutt,12/9/2016,IT,Software Developer,Bachelor,98000,Satisfactory,No,6/9/2003,9/15/2017
41,00-33600,Tony,Roberts,Male,Wellington,Lower Hutt,9/6/2017,Customer Service,Help Desk Technician,Bachelor,74000,Good,No,12/25/1986,3/5/2018
42,00-49599,Mark,Morrison,Female,Auckland,Manukau,3/3/2017,Operations,Inventory Specialist,High School,63000,Good,No,12/17/1967,2/2/2022
43,00-34920,Robert,Nicholas,Male,Christchurch,Cathedral Square,12/7/2022,Sales,Sales Specialist,PhD,64000,Satisfactory,No,8/1/1979,6/5/2023
44,00-73156,Heather,Hanson,Female,Auckland,Manukau,10/23/2025,Operations,Operations Analyst,Bachelor,75000,Good,No,11/22/1984,4/21/2026
45,00-58689,Gerald,Lancaster,Male,Auckland,Manukau,12/5/2017,Sales,Sales Specialist,Master,68000,Satisfactory,No,9/22/1972,4/6/2020
46,00-69459,Bronwyn,Carroll,Female,Christchurch,Colombo Street,7/17/2019,Operations,Inventory Specialist,High School,65000,Good,No,8/4/1988,9/18/2020
47,00-17936,Anna,Simpson,Male,Wellington,Lower Hutt,10/24/2019,Sales,Sales Specialist,Master,56000,Good,No,4/27/1998,6/5/2023
48,00-80807,Ethan,Nicholas,Female,Wellington,Wellington City,12/25/2018,Sales,Sales Specialist,PhD,67000,Good,No,2/11/1980,4/9/2023
49,00-96363,Timothy,Smith,Male,Auckland,Manukau,5/5/2020,Customer Service,Support Specialist,Bachelor,67000,Satisfactory,No,8/23/1984,10/24/2023
51,00-21188,Olivia,Manson,Male,Auckland,Manukau,4/30/2017,Marketing,Content Creator,High School,54000,Satisfactory,No,10/2/1975,1/6/2018
52,00-24184,Jason,Green,Female,Auckland,Albany,8/9/2019,Operations,Logistics Coordinator,Bachelor,61000,Satisfactory,Yes,9/17/1988,2/5/2020
54,00-96761,Lisa,Meads,Male,Auckland,Manukau,7/26/2019,Operations,Logistics Coordinator,Bachelor,63000,Satisfactory,No,6/25/1979,5/5/2023
55,00-43491,Judith,Jackson,Male,Christchurch,Colombo Street,7/4/2018,Marketing,Content Creator,High School,56000,Satisfactory,No,3/18/1989,9/14/2020
56,00-47947,Sophie,Evans,Male,Wellington,Wellington City,7/24/2017,Customer Service,Customer Service Representative,Bachelor,67000,Needs Improvement,No,8/22/1999,2/1/2020
57,00-55793,Nicola,Grant,Female,Auckland,Albany,3/24/2019,IT,Software Developer,Bachelor,81000,Good,No,8/9/1992,12/17/2019
59,00-15376,Hayden,Davies,Male,Christchurch,Cathedral Square,9/17/2020,Customer Service,Support Specialist,Bachelor,63000,Good,No,6/6/2000,12/30/2021
60,00-47079,Christine,Davidson,Female,Christchurch,Colombo Street,7/21/2019,IT,IT Support Specialist,Bachelor,55000,Satisfactory,No,4/22/1960,1/17/2020
61,00-26901,Robert,Parker,Male,Auckland,Albany,1/25/2021,Finance,Accountant,Bachelor,66000,Satisfactory,No,3/4/1997,8/31/2023
62,00-48770,Mark,Forrest,Male,Wellington,Porirua,3/31/2023,Operations,Operations Analyst,Bachelor,88000,Excellent,Yes,8/20/1990,9/27/2023
63,00-79993,Amber,Smith,Female,Wellington,Wellington City,10/2/2017,Operations,Inventory Specialist,High School,53000,Good,No,11/9/1992,1/7/2023
64,00-20993,Carol,Adams,Male,Wellington,Lower Hutt,12/18/2023,Marketing,SEO Specialist,High School,67000,Good,No,2/10/1996,6/15/2024
65,00-47601,Andrew,HUGHES,Male,Wellington,Porirua,7/18/2024,IT,Software Developer,Master,78000,Excellent,Yes,7/25/1960,1/14/2025
66,00-91633,Jared,Fox,Female,Wellington,Lower Hutt,3/24/2020,Operations,Logistics Coordinator,Bachelor,58000,Needs Improvement,Yes,11/21/2004,3/4/2021
67,00-76535,Trevor,Baxter,Female,Auckland,Auckland City,12/9/2021,Marketing,SEO Specialist,Bachelor,76000,Good,No,5/20/1999,6/7/2022
68,00-99742,Tane,Crawford,Male,Auckland,Albany,10/31/2020,Sales,Sales Specialist,PhD,61000,Satisfactory,No,4/25/1989,4/29/2021
69,00-95948,Sam,Sinclair,Male,Christchurch,Cathedral Square,2/6/2018,Operations,Logistics Coordinator,Bachelor,65000,Good,No,9/2/2002,7/10/2022
70,00-50173,Christopher,kelly,Male,Auckland,Manukau,6/13/2020,IT,IT Support Specialist,High School,64000,Good,Yes,3/27/1978,12/10/2020
71,00-89635,Paul,Howell,Female,Auckland,New Lynn,1/22/2022,Marketing,Marketing Coordinator,Bachelor,68000,Satisfactory,No,1/28/1976,7/21/2022
72,00-34385,Donna,Rossiter,Female,Wellington,Wellington City,2/8/2020,Sales,Sales Representative,Bachelor,58000,Satisfactory,No,1/19/1987,8/6/2020
73,00-57381,Braxton,Ireland,Female,Christchurch,Colombo Street,11/6/2020,Customer Service,Support Specialist,High School,58000,Satisfactory,No,11/30/1992,11/11/2021
74,00-19720,Monique,Parker,Male,Wellington,Porirua,3/14/2020,Operations,Inventory Specialist,Bachelor,66000,Good,Yes,5/20/1975,4/2/2021
75,00-20336,Tony,Turner,Male,Wellington,Lower Hutt,3/13/2018,Operations,Operations Analyst,Master,78000,Satisfactory,No,7/10/1998,1/26/2023
76,00-95344,Joshua,Parker,Female,Wellington,Porirua,12/25/2017,Finance,Accountant,Bachelor,71000,Good,No,5/20/1979,7/29/2022
77,00-55268,Caleb,Dawick,Female,Christchurch,Cathedral Square,11/29/2025,Operations,Operations Analyst,Bachelor,66000,Satisfactory,Yes,12/8/1982,5/28/2026
78,00-71186,William,Jones,Male,Auckland,Manukau,7/28/2020,Operations,Operations Analyst,Master,61000,Excellent,Yes,9/30/1976,12/1/2023
79,00-62505,Maria,Enright,Male,Wellington,Porirua,12/25/2016,Customer Service,Support Specialist,Bachelor,72000,Good,No,2/21/1971,12/11/2018
81,00-12180,Scott,MacDonald,Female,Auckland,Albany,6/5/2019,Operations,Logistics Coordinator,Bachelor,64000,Good,No,9/1/1989,8/16/2021
82,00-12482,Rebecca,Bell,Female,Auckland,New Lynn,1/1/2020,Sales,Sales Manager,Master,90000,Excellent,Yes,8/10/1989,5/23/2024
83,00-99226,Vivienne,Roberts,Female,Auckland,Auckland City,11/1/2022,Operations,Inventory Specialist,Bachelor,63000,Satisfactory,Yes,11/24/2001,4/30/2023
84,00-55237,Kathleen,Morris,Female,Auckland,Albany,9/28/2025,Sales,Sales Specialist,PhD,94000,Satisfactory,No,4/23/1993,3/27/2026
85,00-40518,Susan,Guard,Female,Auckland,Albany,8/3/2016,Operations,Logistics Coordinator,Bachelor,57000,Satisfactory,No,7/18/1999,6/23/2017
86,00-33040,Deborah,Hamilton,Female,Auckland,New Lynn,3/14/2024,Customer Service,Help Desk Technician,High School,57000,Good,Yes,10/21/1985,9/10/2024
87,00-70150,Kerry,Enright,Male,Auckland,Auckland City,8/13/2022,Operations,Inventory Specialist,High School,61000,Satisfactory,No,4/18/1983,2/9/2023
88,00-44995,Jade,Taylor,Male,Christchurch,Cathedral Square,5/2/2025,Sales,Sales Representative,Bachelor,64000,Needs Improvement,No,5/24/1998,10/29/2025
89,00-69634,Blake,Greig,Male,Wellington,Lower Hutt,7/15/2023,Marketing,Content Creator,Bachelor,71000,Good,Yes,2/10/1972,1/11/2024
90,00-31566,Samantha,Bartlett,Male,Auckland,Manukau,1/23/2018,IT,System Administrator,Bachelor,108000,Good,No,9/22/1985,2/10/2022
91,00-38560,  Susan  ,Williams,Male,Auckland,New Lynn,3/14/2021,IT,Software Developer,Bachelor,100000,Excellent,Yes,8/15/1988,8/30/2024
92,00-80687,Brian,Brown,Male,Wellington,Wellington City,12/1/2017,Sales,Sales Specialist,PhD,70000,Good,Yes,12/6/1993,3/1/2023
93,00-12050,James,Campbell,Male,Wellington,Porirua,12/12/2017,Operations,Operations Analyst,Master,72000,Good,Yes,9/12/1994,7/6/2018
95,00-80507,Barbara,Currie,Male,Auckland,New Lynn,8/14/2020,Customer Service,Support Specialist,High School,68000,Needs Improvement,No,9/1/1984,9/6/2023
96,00-89026,Manaaki,Oliver,Male,Wellington,Lower Hutt,4/11/2016,Customer Service,Customer Service Representative,Bachelor,65000,Good,No,10/22/1988,10/14/2022
97,00-71112,Henry,McIntyre,Male,Auckland,Albany,4/2/2020,Sales,Sales Consultant,PhD,103000,Good,Yes,3/21/1966,8/16/2024
98,00-35715,John,Stewart,Male,Wellington,Wellington City,9/8/2018,Customer Service,Support Specialist,High School,63000,Good,No,8/5/2003,6/11/2020
99,00-10836,Kevin,Oliver,Female,Wellington,Wellington City,10/19/2019,Operations,Inventory Specialist,Bachelor,61000,Excellent,No,2/11/2000,4/16/2020
100,00-12246,Shania,Smitd,Female,Wellington,Lower Hutt,8/29/2020,Marketing,Content Creator,Bachelor,60000,Satisfactory,No,11/16/2000,2/25/2021
101,00-95182,Tia,Hume,Female,Christchurch,Colombo Street,1/29/2023,Operations,Logistics Coordinator,Bachelor,62000,Excellent,Yes,11/25/1971,4/2/2024
102,00-46749,Tony,McCallum,Female,Auckland,Manukau,2/21/2024,IT,Software Developer,Bachelor,94000,Good,Yes,3/12/1989,8/19/2024
103,00-67290,Sarah,Burrell,Male,Auckland,New Lynn,12/8/2017,Marketing,Marketing Coordinator,Bachelor,75000,Good,No,1/4/1979,6/9/2021
104,00-45123,Jason,Morris,Female,Auckland,New Lynn,6/20/2017,IT,IT Support Specialist,Bachelor,52000,Good,No,6/11/1999,3/21/2021
105,00-88240,Margaret,Low,Male,Christchurch,Colombo Street,8/26/2021,Customer Service,Support Specialist,Bachelor,62000,Good,No,9/17/2002,2/28/2022
106,00-20082,Victvria,Bull,Male,Auckland,Albany,7/25/2019,Marketing,Content Creator,Bachelor,73000,Needs Improvement,No,2/20/1987,8/3/2021
107,00-36326,Adam,Rasmussen,Male,Wellington,Wellington City,4/26/2020,Customer Service,Support Specialist,Bachelor,67000,Good,Yes,2/27/1995,8/16/2021
108,00-48185,Sarah,Harris,Female,Auckland,Auckland City,12/8/2023,Marketing,Marketing Coordinator,Bachelor,68000,Good,No,9/20/1993,6/5/2024
109,00-93647,David,Thomas,Male,Wellington,Lower Hutt,2/11/2024,Operations,Operations Analyst,Master,83000,Good,Yes,7/31/1974,8/9/2024
110,00-59036,Janine,Hart,Male,Auckland,New Lynn,4/20/2019,Sales,Sales Consultant,PhD,69000,Good,Yes,10/16/1970,10/17/2019
111,00-25084,ann,Moran,Male,Auckland,Manukau,3/20/2016,IT,Software Developer,Master,85000,Good,No,11/19/1972,9/16/2016
112,00-66302,Emily,Rees,Male,Wellington,Porirua,7/16/2019,Operations,Logistics Coordinator,Bachelor,71000,Good,No,5/30/1986,1/12/2020
113,00-70012,Sebastian,Drew,Female,Auckland,Manukau,11/25/2022,IT,Software Developer,Master,96000,Good,No,5/8/1973,5/24/2023
114,00-32706,Benjamin,Bright,Male,Wellington,Wellington City,11/19/2021,Customer Service,Help Desk Technician,Bachelor,58000,Satisfactory,No,3/23/1998,5/18/2022
115,00-38905,Joseph,Smith,Female,Christchurch,Colombo Street,10/27/2018,IT,IT Support Specialist,Bachelor,61000,Good,Yes,11/25/1994,9/10/2024
116,00-95678,David,Montgomery,Female,Wellington,Lower Hutt,3/4/2023,Customer Service,Help Desk Technician,High School,63000,Excellent,No,7/8/1995,8/31/2023
117,00-88231,Janice,Simmons,Male,Christchurch,Colombo Street,6/15/2020,IT,Software Developer,Master,95000,Needs Improvement,Yes,12/28/1987,12/20/2020
118,00-28634,Zion,Thomas,Female,Wellington,Porirua,12/9/2021,IT,IT Support Specialist,Bachelor,53000,Satisfactory,No,7/22/2004,6/7/2022
119,00-18300,Emma,Moore,Female,Auckland,New Lynn,1/14/2023,Customer Service,Help Desk Technician,Bachelor,63000,Needs Improvement,No,12/27/1983,7/13/2023
120,00-27290,Maria,Greer,Female,Wellington,Porirua,2/27/2024,Sales,Sales Representative,Bachelor,74000,Satisfactory,No,5/31/1985,8/25/2024
121,00-68335,Peter,Jones,Male,Auckland,Manukau,5/22/2015,Operations,Inventory Specialist,Bachelor,59000,Needs Improvement,No,6/9/1967,6/5/2022
122,00-56030,Rachel,mcmahon,Male,Auckland,Manukau,12/1/2023,Sales,Sales Representative,Bachelor,79000,Excellent,No,3/3/1987,5/29/2024
123,00-89638,Antony,Lucas,Female,Auckland,Albany,9/22/2018,IT,Software Developer,Bachelor,79000,Satisfactory,No,7/13/1999,3/21/2019
124,00-84498,Jeffrey,Harris,Male,Auckland,Manukau,10/30/2019,Marketing,Content Creator,Bachelor,67000,Good,Yes,1/1/1988,2/5/2022
125,00-90746,Zachary,Spelman,Male,Auckland,Auckland City,8/30/2017,Operations,Inventory Specialist,Bachelor,67000,Good,No,3/10/1974,2/26/2018
126,00-17212,Jennifer,Foote,Male,Auckland,New Lynn,4/2/2018,IT,System Administrator,Bachelor,88000,Good,Yes,11/22/1991,3/5/2024
127,00-85582,Natalie,Logan,Male,Auckland,New Lynn,11/11/2022,Sales,Sales Consultant,Bachelor,104000,Good,No,9/20/1983,5/10/2023
128,00-14635,George,Williamson,Male,Christchurch,Colombo Street,3/11/2021,Finance,Accountant,Bachelor,88000,Good,No,1/18/2002,9/7/2021
129,00-21322,Jan,Hughes,Male,Auckland,Auckland City,12/28/2021,Operations,Inventory Specialist,Bachelor,65000,Satisfactory,Yes,10/21/1983,6/26/2022
130,00-96154,Paul,Hay,Female,Auckland,New Lynn,10/13/2019,Finance,Financial Analyst,Bachelor,95000,Excellent,No,12/25/1978,12/17/2022
131,00-61688,Linda,Roberts,Male,Christchurch,Cathedral Square,11/1/2016,Sales,Sales Consultant,Bachelor,105000,Satisfactory,No,4/26/1974,4/30/2017
132,00-71086,Frances,Gill,Female,Wellington,Wellington City,1/16/2018,IT,Software Developer,Bachelor,88000,Good,No,9/1/1980,5/27/2021
133,00-49169,Michelle,Bailey,Male,Wellington,Wellington City,11/14/2018,Operations,Inventory Specialist,High School,57000,Excellent,No,5/17/1998,11/15/2019
134,00-19828,SAMANTHA,Phillips,Male,Auckland,New Lynn,11/14/2016,Operations,Operations Analyst,Master,69000,Good,No,10/11/1977,10/27/2018
135,00-29481,Kirsten,Adams,Male,Auckland,New Lynn,1/10/2016,Customer Service,Customer Service Representative,High School,62000,Good,No,8/10/2004,2/20/2021
136,00-84141,Danielle,Kennedy,Male,Christchurch,Colombo Street,4/18/2020,IT,Software Developer,Master,74000,Good,No,12/14/1987,10/15/2020
137,00-60911,Natalie,Coutts,Male,Auckland,Manukau,4/19/2019,Operations,Logistics Coordinator,Bachelor,67000,Satisfactory,No,4/2/1980,10/16/2019
138,00-10089,Matthew,Buchanan,Male,Auckland,Manukau,9/21/2018,Sales,Sales Specialist,Bachelor,67000,Good,No,2/15/1974,8/21/2021
139,00-73858,Vicki,Wilkinson,Female,Auckland,New Lynn,1/11/2022,Operations,Operations Analyst,Master,89000,Satisfactory,No,7/6/2000,7/10/2022
140,00-75035,  Daniel  ,Frost,Female,Auckland,Auckland City,3/11/2017,Marketing,SEO Specialist,Bachelor,55000,Excellent,Yes,10/18/1987,7/12/2019
141,00-65004,Alice,Priest,Female,Wellington,Wellington City,1/15/2025,Operations,Logistics Coordinator,Bachelor,57000,Good,Yes,1/26/1985,7/14/2025
142,00-22203,Craig,Nicholson,Female,Auckland,New Lynn,10/10/2018,Customer Service,Customer Service Representative,Bachelor,62000,Satisfactory,No,8/22/1989,12/7/2024
143,00-17144,Kathryn,Coleman,Female,Auckland,Manukau,7/18/2019,Operations,Logistics Coordinator,Bachelor,64000,Good,No,8/14/1987,1/14/2020
144,00-59996,Daniel,Beard,Male,Wellington,Porirua,3/15/2019,IT,Software Developer,Bachelor,93000,Satisfactory,No,6/8/1973,11/24/2023
145,00-72236,Joel,Tucker,Female,Auckland,Auckland City,1/1/2021,Customer Service,Help Desk Technician,High School,81000,Good,No,12/27/1987,6/30/2021
146,00-92211,Taylor,Best,Female,Auckland,Auckland City,9/24/2017,Operations,Inventory Specialist,Bachelor,64000,Needs Improvement,Yes,3/4/1985,6/25/2021
147,00-23845,Heather,Hubbard,Male,Auckland,Auckland City,9/18/2021,Finance,Financial Analyst,Bachelor,100000,Good,Yes,7/1/1987,3/17/2022
148,00-58816,Hamish,Kelly,Male,Auckland,Albany,9/14/2016,IT,IT Support Specialist,Bachelor,66000,Good,No,5/14/2004,9/22/2024
149,00-30836,Samantha,Munro,Male,Auckland,New Lynn,9/14/2016,Finance,Accountant,Bachelor,78000,Satisfactory,No,11/20/1973,10/9/2021
150,00-74066,Melissa,Parkes,Female,Auckland,Manukau,4/27/2021,IT,IT Support Specialist,High School,56000,Good,Yes,11/10/1998,12/8/2024
151,00-72140,Stephen,Donaldson,Female,Wellington,Porirua,5/6/2024,Sales,Sales Consultant,Master,84000,Good,No,12/12/1997,11/2/2024
152,00-96816,Oliver,WALLACE,Female,Auckland,Manukau,2/19/2025,Sales,Sales Representative,Bachelor,60000,Needs Improvement,No,7/3/1985,8/18/2025
153,00-13336,Gregory,Costello,Female,Auckland,New Lynn,5/28/2022,Sales,Sales Specialist,Bachelor,80000,Satisfactory,No,8/7/1973,3/8/2024
154,00-43902,Elizabeth,Connolly,Female,Christchurch,Cathedral Square,8/28/2023,Finance,Accountant,Bachelor,81000,Needs Improvement,No,8/22/1989,2/24/2024
155,00-35499,Tai,O'Connor,Male,Wellington,Lower Hutt,11/19/2020,IT,Software Developer,Master,78000,Good,Yes,3/23/1990,5/18/2021
156,00-32099,Aaron,Morris,Female,Auckland,New Lynn,6/16/2021,Operations,Logistics Coordinator,Bachelor,62000,Needs Improvement,Yes,12/12/1991,12/13/2021
157,00-55134,Kathleen,Stratford,Male,Wellington,Porirua,5/6/2018,Marketing,Content Creator,Bachelor,67000,Good,No,8/31/1993,4/29/2019
158,00-27197,Ross,Saunders,Male,Auckland,New Lynn,3/24/2017,Operations,Operations Analyst,Master,68000,Satisfactory,No,9/11/1988,12/30/2021
160,00-78569,Jade,Herd,Female,Auckland,New Lynn,4/21/2025,Customer Service,Help Desk Technician,High School,74000,Excellent,No,2/6/2000,10/18/2025
161,00-40298,Steven,Armstrong,Female,Wellington,Lower Hutt,5/10/2020,Customer Service,Customer Service Representative,Bachelor,55000,Good,Yes,8/27/1979,11/6/2020
162,00-54921,Christopher,Moody,Male,Wellington,Lower Hutt,4/2/2017,Sales,Sales Representative,Bachelor,61000,Good,No,9/11/1995,2/15/2021
163,00-57002,Donna,Bailey,Female,Auckland,Manukau,3/19/2022,Marketing,SEO Specialist,Bachelor,80000,Good,Yes,12/2/1984,9/15/2022
164,00-96732,Dean,Jones,Female,Auckland,Auckland City,7/4/2023,Customer Service,Support Specialist,High School,62000,Good,No,7/10/1972,12/31/2023
165,00-40801,Anne,Griffin,Male,Auckland,New Lynn,6/25/2016,IT,System Administrator,Bachelor,79000,Satisfactory,No,7/12/1971,12/22/2016
166,00-54676,Paul,Hills,Female,Christchurch,Cathedral Square,3/17/2019,Finance,Accounts Payable Specialist,Bachelor,62000,Good,No,6/7/1999,12/1/2023
167,00-31516,Hayley,Gill,Male,Auckland,New Lynn,6/4/2020,Sales,Sales Consultant,Bachelor,88000,Excellent,No,5/1/1996,12/1/2020
168,00-75382,Jason,Coley,Male,Christchurch,Cathedral Square,1/3/2015,Operations,Logistics Coordinator,Bachelor,69000,Good,No,8/17/1970,1/15/2021
169,00-54939,Poppy,Gullery,Male,Auckland,Albany,12/10/2025,Customer Service,Support Specialist,High School,59000,Good,No,1/25/1975,6/8/2026
170,00-81105,Corey,Rush,Female,Wellington,Lower Hutt,3/10/2022,Sales,Sales Consultant,Bachelor,85000,Good,No,3/30/2004,9/6/2022
171,00-99573,Leanne,Drummond,Female,Wellington,Wellington City,6/30/2018,Operations,Operations Manager,Master,113000,Good,No,10/14/1988,6/23/2023
173,00-46583,Daniel,Stewart,Male,Wellington,Porirua,6/30/2021,IT,IT Support Specialist,Bachelor,63000,Good,No,1/30/1974,12/27/2021
174,00-18936,Denise,  Tanner  ,Male,Wellington,Porirua,8/20/2023,Operations,Operations Analyst,Master,56000,Good,No,3/11/2003,2/16/2024
175,00-91412,Liam,Barker,Male,Wellington,Lower Hutt,6/21/2017,Operations,Inventory Specialist,Bachelor,59000,Excellent,Yes,6/2/1987,11/12/2019
176,00-80513,Annette,O'Connell,Male,Christchurch,Colombo Street,7/15/2020,Operations,Logistics Coordinator,Bachelor,60000,Good,No,1/17/1998,1/11/2021
177,00-85361,Peter,Fairhall,Male,Wellington,Lower Hutt,6/23/2023,Customer Service,Customer Service Representative,Bachelor,76000,Satisfactory,No,12/29/1963,12/20/2023
178,00-21338,Rachel,MacKay,Female,Auckland,Auckland City,7/4/2018,IT,IT Support Specialist,Bachelor,56000,Good,No,9/21/1989,12/31/2018
179,00-15475,Ricky,Wheeler,Female,Wellington,Lower Hutt,11/23/2015,Operations,Inventory Specialist,High School,63000,Satisfactory,Yes,6/9/1990,1/23/2021
180,00-81939,Catherine,Christiansen,Female,Christchurch,Colombo Street,7/21/2020,IT,IT Support Specialist,High School,63000,Good,No,4/27/1977,1/17/2021
181,00-50065,Scott,Green,Female,Auckland,Manukau,6/20/2022,Operations,Inventory Specialist,High School,64000,Good,No,1/23/1976,12/17/2022
182,00-89511,Caleb,Morris,Female,Auckland,New Lynn,4/16/2017,Sales,Sales Representative,Bachelor,73000,Good,No,5/10/1993,3/28/2024
183,00-29481,Mark,Stokes,Male,Auckland,Manukau,2/1/2019,HR,HR Coordinator,Bachelor,63000,Good,No,9/2/1992,4/29/2024
